ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
86:31,My patch had an  error in the build.xml. [~mshuler] and [~yukim] found…,CASSANDRA-8231,"My patch had an  error in the build.xml. [~mshuler] and [~yukim] found it and fxed it.
",,Motivation of design issue,10:89 - 10:176,1,arjan
87:3,nio MessagingService,CASSANDRA-8457,nio MessagingService,,Technology solution,4:52 - 4:71,1,arjan
87:1,Thread-per-peer (actually two each incoming and outbound) is a big con…,CASSANDRA-8457,"Thread-per-peer (actually two each incoming and outbound) is a big contributor to context switch-  ing, especially for larger clusters",,Existing system architecture description,4:91 - 4:224,1,arjan
87:2,"Let’s look at switching to nio, possibly via Netty.",CASSANDRA-8457,"Let’s look at switching to nio, possibly via Netty.
",,Technology solution,4:227 - 4:279,1,arjan
88:1,Consider upgrade to thrift 0.9.2 (or later),CASSANDRA-8685,Consider upgrade to thrift 0.9.2 (or later),,Technology solution,3:52 - 3:94,1,arjan
88:2,Folks using Astyanax and the like are subject to https://issues.apache…,CASSANDRA-8685,"Folks using Astyanax and the like are subject to https://issues.apache.org/jira/browse/THRIFT-  1457 and may run into heap pressure on the Cassandra side for larger read request, as thrift  doesn’t reset its internal bufer. This can lead to larger TFramedTransport instances will be kept  on the heap.
I’ve seen at least one situation where this has saved around 1Gb of heap space on average.
",,Run-time quality issues,3:114 - 3:508,1,arjan
88:22,tsteinmaurer,CASSANDRA-8685,tsteinmaurer,,Comment,3:724 - 3:735,1,arjan
88:3,As a DataStax customer and currently/still in a Astyanax/Thrift-based…,CASSANDRA-8685,"As a DataStax customer and currently/still in a Astyanax/Thrift-based  scenario, I would like to sincerely ask the Cassandra project to investigate including the  newer library in Cassandra 2.0x already. ",,Architectural design configuration,3:738 - 3:941,1,arjan
88:4,I guess 3.0 is a long-road ahead until it is ready for  production. As…,CASSANDRA-8685,"I guess 3.0 is a long-road ahead until it is ready for  production. As far as I can see is that Cassandra 2.0.11 resp. at least DSE 4.5.3 is using 0.9.1  so an upgrade to 0.9.2 might not be that tricky. I must admit that I haven’t investigated the  code or library dependency changes in 0.9.2, but I can say that a simple drop-in replacement  of 0.9.2 in our DSE 4.5.3 based loadtest environment works without troubles. Attached a  screen of the Cassandra heap improvement in our tests simply by replacing thrift 0.9.1 with  0.9.2.
",,Architectural solution benefits and drawbacks,3:942 - 3:1474,1,arjan
88:5,This is in an environment with 3 of our servers hitting a 6 node EC2 (…,CASSANDRA-8685,"This is in an environment with 3 of our servers hitting a 6 node EC2 (m1.xlarge) based  Cassandra cluster with an Astyanax max connection pool setting of 50 per Cassandra node,  thus max. 150 (3 * 50) connections per Cassandra nodes, where each connection is repre-  sented by a TFramedTransport instance on the Cassandra side which can grow dramatically  depending on the Client/Astyanax single read request size.
",,Run-time quality issues,4:1 - 4:416,1,arjan
88:21,tsteinmaurer,CASSANDRA-8685,tsteinmaurer,,Comment,4:420 - 4:431,1,arjan
88:6,I have also attached a memdump of a single Cassandra node after applyi…,CASSANDRA-8685,"I have also attached a memdump of a single Cassandra node after applying  the 0.9.2 library showing the tiny TFramedTransport instance sizes although larger single  read requests are going on.
",,Architectural solution benefits and drawbacks,4:434 - 4:627,1,arjan
88:20,tjake,CASSANDRA-8685,tjake,,Comment,4:631 - 4:635,1,arjan
88:7,The 2.0 series has been out far too long to upgrade in a dependency li…,CASSANDRA-8685,The 2.0 series has been out far too long to upgrade in a dependency like thrift.,,Architectural solution benefits and drawbacks,4:638 - 4:717,1,arjan
88:8,Can  you drop this in without re-compiling?,CASSANDRA-8685,Can  you drop this in without re-compiling?,,Architectural design configuration,4:719 - 4:761,1,arjan
88:9,If so that might be a viable workaround,CASSANDRA-8685, If so that might be a viable workaround,,Architectural solution benefits and drawbacks,4:762 - 4:801,1,arjan
88:19,tjake,CASSANDRA-8685,tjake,,Comment,4:807 - 4:811,1,arjan
88:10,Since this is a major fx for all Thrift users. I’m ok with putting thi…,CASSANDRA-8685," Since this is a major fx for all Thrift users. I’m ok with putting this into 2.1.
",,Architectural solution benefits and drawbacks,4:813 - 4:896,1,arjan
88:18,jbellis,CASSANDRA-8685,jbellis,,Comment,4:900 - 4:906,1,arjan
88:11,+1 for 2.1,CASSANDRA-8685,+1 for 2.1,,Architectural solution benefits and drawbacks,4:909 - 4:918,1,arjan
88:17,tsteinmaurer,CASSANDRA-8685,tsteinmaurer,,Comment,4:1170 - 4:1181,1,arjan
88:12,Yes. * Stopping Cassandra 2.0.11  * Replacing thrift library 0.9.1 wit…,CASSANDRA-8685,"Yes.
* Stopping Cassandra 2.0.11  * Replacing thrift library 0.9.1 with 0.9.2  * Starting Cassandra 2.0.11",,Architectural design configuration,4:1246 - 4:1352,1,arjan
88:13,Haven’t seen any sign of troubles in the Cassandra log or Astyanax bas…,CASSANDRA-8685,Haven’t seen any sign of troubles in the Cassandra log or Astyanax based log in our ap-  plication,,Architectural solution benefits and drawbacks,4:1355 - 4:1452,1,arjan
88:14,To be honest I had hoped that it will be considered even for 2.0.x pub…,CASSANDRA-8685,To be honest I had hoped that it will be considered even for 2.0.x public.,,"Architectural design configuration
Architectural solution benefits and drawbacks",4:1455 - 4:1528,2,arjan
88:16,philipthompson,CASSANDRA-8685,philipthompson,,Comment,4:1860 - 4:1873,1,arjan
88:15,"+1 for inclusion in 2.1,",CASSANDRA-8685,"+1 for inclusion in 2.1,",,Architectural solution benefits and drawbacks,4:1876 - 4:1899,1,arjan
89:1,row-cache: use preloaded jemalloc w/ Unsafe,CASSANDRA-8714,row-cache: use preloaded jemalloc w/ Unsafe,,Technology solution,3:52 - 3:94,1,arjan
89:2,Using jemalloc via Java’s {{Unsafe}},CASSANDRA-8714,Using jemalloc via Java’s {{Unsafe}},,Technology solution,3:114 - 3:149,1,arjan
89:3,is a better alternative on Linux than using,CASSANDRA-8714,is a better alternative on Linux than using,,Architectural solution benefits and drawbacks,3:151 - 3:193,1,arjan
89:4,jemalloc via JNA.,CASSANDRA-8714,"jemalloc via JNA.
",,Technology solution,3:195 - 3:213,1,arjan
89:78,snazy,CASSANDRA-8714,snazy,,Comment,3:339 - 3:343,1,arjan
89:5,Add patch that does two things:  # modify {{bin/cassandra}} to preload…,CASSANDRA-8714,Add patch that does two things:  # modify {{bin/cassandra}} to preload libjemalloc on Linux and OSX (and set OHC system  property)  # remove {{IAllocator}} abstraction in C* code,,Architectural design configuration,3:346 - 3:523,1,arjan
89:77,benedict,CASSANDRA-8714,benedict,,Comment,3:600 - 3:607,1,arjan
89:6,"I agree with the principle of switching to LD_PRELOAD, but I’m not so…",CASSANDRA-8714,"I agree with the principle of switching to LD_PRELOAD, but I’m not so sure  about switching the default allocator under everyone. We need to do some comprehensive  testing of the implications of that switch.",,Architectural solution benefits and drawbacks,3:610 - 3:816,1,arjan
89:76,snazy,CASSANDRA-8714,snazy,,Comment,4:4 - 4:8,1,arjan
89:7,"It contains measurements on* AMD CPU (6 cores, a bit old, but ok) / Li…",CASSANDRA-8714,"It contains measurements on* AMD CPU (6 cores, a bit old, but ok) / Linux  * Core i7 Ive Bridge (4 cores + HT), latest OS X  * m3.2xlarge (8 cores)  * c3.4xlarge (16 cores)  * c4.8xlarge (36 cores)  Some things to point out:  # jemalloc via JNA library can hit some ""busy deadlock"" that efectively leaves threads hang-  ing (and consuming some CPU - feels like a busy spin lock) - fled [JNA bug #396|https://github.com/twall/jna/issue  # jemalloc via JNA library is the slowest possible method on Linux and OS X  # jemalloc via JNA’s own malloc() + free() methods with jemalloc preloaded is the fastest  possible thing  # Unsafe with jemalloc preloaded is not bad, too",,Architectural solution benefits and drawbacks,4:175 - 4:842,1,arjan
89:75,aweisberg,CASSANDRA-8714,aweisberg,,Comment,4:915 - 4:923,1,arjan
89:8,Something doesn’t sit right with me for the diference between JNA acce…,CASSANDRA-8714, Something doesn’t sit right with me for the diference between JNA accessing  jemalloc via JNI and Unsafe. ,,Architectural solution benefits and drawbacks,4:925 - 4:1031,1,arjan
89:9,Since you are benchmarking access path I think you only need  to alloc…,CASSANDRA-8714,"Since you are benchmarking access path I think you only need  to allocate 1-byte. Make sure to store a value to the location so the page is touched.
",,Architectural design configuration,4:1032 - 4:1180,1,arjan
89:10,If Unsafe is slower I would be comfortable with,CASSANDRA-8714,If Unsafe is slower I would be comfortable with ,,Architectural solution benefits and drawbacks,4:1182 - 4:1229,1,arjan
89:11,JNA to allocate.,CASSANDRA-8714,"JNA to allocate.
",,Technology solution,4:1236 - 4:1252,1,arjan
89:12,"You mention address translation (addr_to_java), but that is just a cas…",CASSANDRA-8714,"You mention address translation (addr_to_java), but that is just a cast to get things to  compile.",,Architectural component behavior and structure,4:1254 - 4:1351,1,arjan
89:13,I followed it through to os.cpp and I don’t see any real extra work.,CASSANDRA-8714,"I followed it through to os.cpp and I don’t see any real extra work.
",,Architectural solution benefits and drawbacks,4:1353 - 4:1422,1,arjan
89:14,It’s quite possible the results are accurate and JNI just ended up bet…,CASSANDRA-8714,"It’s quite possible the results are accurate and JNI just ended up better optimized then  the native function calls in Unsafe. JNI has received a lot of attention.
",,Architectural solution benefits and drawbacks,4:1423 - 4:1587,1,arjan
89:74,snazy,CASSANDRA-8714,snazy,,Comment,4:1591 - 4:1595,1,arjan
89:15,I just wanted to benchmark allocation performance - and not accessing…,CASSANDRA-8714," I just wanted to benchmark allocation performance - and not accessing memory  since that would add a constant overhead to the comparison. Maybe it would also add some  ""negative"" value to the bigger systems (c3/c4).
But this is an artifcial benchmark. ",,Architectural solution benefits and drawbacks,4:1597 - 4:1850,1,arjan
89:16,"To benchmark a ""real scenario"" I’d had to allocate  more memory, keep…",CASSANDRA-8714,"To benchmark a ""real scenario"" I’d had to allocate  more memory, keep memory allocated, use diferent allocation sizes and so on. ",,Architectural design configuration,4:1851 - 4:1979,1,arjan
89:17,IMO that’s  too heavy for a JMH.,CASSANDRA-8714,"IMO that’s  too heavy for a JMH.
",,Architectural solution benefits and drawbacks,4:1980 - 4:2013,1,arjan
89:18,Yea - maybe it’s really the thing that JNI is more optimized.,CASSANDRA-8714,"Yea - maybe it’s really the thing that JNI is more optimized.
",,Architectural solution benefits and drawbacks,4:2014 - 4:2076,1,arjan
89:73,snazy,CASSANDRA-8714,snazy,,Comment,4:2080 - 4:2084,1,arjan
89:20,Ah! I think I found the reason why Unsafe.allocateMemory is slower:,CASSANDRA-8714,Ah! I think I found the reason why Unsafe.allocateMemory is slower:,,"Architectural solution benefits and drawbacks
Assumptions",4:2087 - 4:2153,2,arjan
89:21,It’s in {{os.cpp  os::malloc}}. It uses two stat counters - one for #…,CASSANDRA-8714,It’s in {{os.cpp  os::malloc}}. It uses two stat counters - one for # of allocations and one for # of al-  located bytes.,,Technology solution,4:2155 - 4:2275,1,arjan
89:19,"If these might be interesting, we could prefer Unsafe.allocateMemory o…",CASSANDRA-8714,"If these might be interesting, we could prefer Unsafe.allocateMemory over  Native.malloc.",,Architectural solution benefits and drawbacks,4:2277 - 4:2365,1,arjan
89:72,aweisberg,CASSANDRA-8714,aweisberg,,Comment,4:2371 - 4:2379,1,arjan
89:22,Those stats counters are not compiled in for the release build. There…,CASSANDRA-8714,"Those stats counters are not compiled in for the release build. There is also  padding in the debug build which might make Unsafe slower, but all that stuf probably isn’t  in the release build.
",,Architectural solution benefits and drawbacks,4:2382 - 4:2576,1,arjan
89:71,snazy,CASSANDRA-8714,snazy,,Comment,4:2580 - 4:2584,1,arjan
89:23,Aleksey Shipilev from Oracle provided a detailed answer to the questio…,CASSANDRA-8714,Aleksey Shipilev from Oracle provided a detailed answer to the question - in short:  it’s Unsafe itself. Here http://cr.openjdk.java.net/~shade/scratch/unsafe-allocate.txt and  here http://mail.openjdk.java.net/pipermail/hotspot-dev/2015-February/017089.html,,"Architectural solution benefits and drawbacks
Technology solution",4:2587 - 4:2844,2,arjan
89:70,snazy,CASSANDRA-8714,snazy,,Comment,4:2850 - 4:2854,1,arjan
89:24,Note: similar overhead exists for all other {{Unsafe}} methods like {{…,CASSANDRA-8714," Note: similar overhead exists for all other {{Unsafe}} methods like {{GetLong}} -  JNA {{Native}} has counterparts for some of them.
",,"Architectural solution benefits and drawbacks
Technology solution",4:2856 - 4:2990,2,arjan
89:69,snazy,CASSANDRA-8714,snazy,,Comment,5:103 - 5:107,1,arjan
89:25,In theory it’s true - but intrinsics come into play and make {{Unsafe.…,CASSANDRA-8714," In theory it’s true - but intrinsics come into play and make {{Unsafe.get/put}}  orders of magnitude faster.
",,Architectural tactics,5:109 - 5:219,1,arjan
89:68,snazy,CASSANDRA-8714,snazy,,Comment,5:224 - 5:228,1,arjan
89:26,Regarding the frst point: it wasn’t JNA - it was jemalloc itself. Don’…,CASSANDRA-8714,"Regarding the frst point: it wasn’t JNA - it was jemalloc itself. Don’t really  understand why, but using a self-compiled, recent version of jemalloc (3.6.0) works fne.
",,Architectural solution benefits and drawbacks,5:231 - 5:400,1,arjan
89:67,aweisberg,CASSANDRA-8714,aweisberg,,Comment,5:442 - 5:450,1,arjan
89:27,"OK, so it doesn’t matter which access path you use to get to jemalloc?…",CASSANDRA-8714,"OK, so it doesn’t matter which access path you use to get to jemalloc? Unsafe  vs JNI? They are both JNI if I understood Aleksey?
",,"Assumptions
Technology solution",5:453 - 5:583,2,arjan
89:66,snazy,CASSANDRA-8714,snazy,,Comment,5:588 - 5:592,1,arjan
89:28,Regarding performance: JNA’s Native.malloc() is up to 3x faster than U…,CASSANDRA-8714,"Regarding performance: JNA’s Native.malloc() is up to 3x faster than Unsafe.allocateMemory().
",,Architectural tactics,5:721 - 5:815,1,arjan
89:65,snazy,CASSANDRA-8714,snazy,,Comment,5:820 - 5:824,1,arjan
89:29,Also added new OHC version 0.3.3 that changes default allocation metho…,CASSANDRA-8714,"Also added new OHC version 0.3.3 that changes default allocation method to {{Native.malloc}}.
",,Technology solution,5:1048 - 5:1142,1,arjan
89:64,aweisberg,CASSANDRA-8714,aweisberg,,Comment,5:1318 - 5:1326,1,arjan
89:30,I suspect that the change to MemoryUtil.getByteBufer could be slower.,CASSANDRA-8714,I suspect that the change to MemoryUtil.getByteBufer could be slower.,,"Architectural solution benefits and drawbacks
Assumptions",5:1329 - 5:1397,2,arjan
89:31,The  JNA implementation requires a JNI call which I suspect then uses…,CASSANDRA-8714,"The  JNA implementation requires a JNI call which I suspect then uses the JNI call newDirect-  ByteBufer. The Java implementation is all intrinsics and plain Java.
",,"Assumptions
Technology solution",5:1399 - 5:1563,2,arjan
89:32,Conceptually I get  it and it looks as reasonable a way as any to fnd…,CASSANDRA-8714,"Conceptually I get  it and it looks as reasonable a way as any to fnd where jemalloc is hiding.
",,Architectural solution benefits and drawbacks,5:1895 - 5:1991,1,arjan
89:33,I am +1 conditional on:,CASSANDRA-8714,I am +1 conditional on:,,Architectural solution benefits and drawbacks,5:1992 - 5:2014,1,arjan
89:63,snazy,CASSANDRA-8714,snazy,,Comment,6:876 - 6:880,1,arjan
89:34,good catch with the JNI roundtrip. JMH result are pretty obvious: 16…,CASSANDRA-8714,"good catch with the JNI roundtrip. JMH result are pretty obvious: 16  ops/Âţs for {{Native.getByteBufer}}, 12000 ops/Âţs for the {{Unsafe}} variant. I’ll revert  that thing.
",,Architectural solution benefits and drawbacks,6:896 - 6:1070,1,arjan
89:62,snazy,CASSANDRA-8714,snazy,,Comment,6:1075 - 6:1079,1,arjan
89:35,Unfortunately there’s nothing like {{LD_PRELOAD}} on Win. Although the…,CASSANDRA-8714,"Unfortunately there’s nothing like {{LD_PRELOAD}} on Win. Although there are [some  approaches how to do it|https://en.wikipedia.org/wiki/DLL_injection], none of them really  convinces me.
",,Architectural solution benefits and drawbacks,6:1392 - 6:1581,1,arjan
89:61,JoshuaMcKenzie,CASSANDRA-8714,JoshuaMcKenzie,,Comment,6:1586 - 6:1599,1,arjan
89:36,Yeah - the lack of respectable LD_PRELOAD alternative means we’ll  lik…,CASSANDRA-8714,Yeah - the lack of respectable LD_PRELOAD alternative means we’ll  likely sit tight on this efort for a bit. ,,Motivation of design issue,6:1602 - 6:1710,1,arjan
89:37,I compiled jemalloc-win32 and ran their benchmarks,CASSANDRA-8714,I compiled jemalloc-win32 and ran their benchmarks,,Technology solution,6:1711 - 6:1760,1,arjan
89:38,"it’s reported numbers are considerably faster (82+%), but I haven’t du…",CASSANDRA-8714," it’s reported numbers are considerably faster (82+%), but I haven’t dug into what  their benchmarks are actually measuring w/regards to contention and sampling, etc.",,Architectural solution benefits and drawbacks,6:1766 - 6:1931,1,arjan
89:60,aweisberg,CASSANDRA-8714,aweisberg,,Comment,6:2069 - 6:2077,1,arjan
89:39,I am +1 with one comment.,CASSANDRA-8714,"I am +1 with one comment.
",,Architectural solution benefits and drawbacks,6:2080 - 6:2106,1,arjan
89:40,"Thinking on the change to MemoryUtil.setBytes, you switched to getting…",CASSANDRA-8714,"Thinking on the change to MemoryUtil.setBytes, you switched to getting the address by  casting to an interface and then invoking vs accessing the feld by ofset. ",,Architectural component behavior and structure,6:2107 - 6:2267,1,arjan
89:41,setBytes might  loop over a fair number of bytes so startup overhead i…,CASSANDRA-8714,"setBytes might  loop over a fair number of bytes so startup overhead is not as important, but it could also  be used to copy just a few so startup time will matter there.
",,Architectural solution benefits and drawbacks,6:2268 - 6:2439,1,arjan
89:42,If the JVM can fgure out that the ByteBufer in play there is always th…,CASSANDRA-8714,"If the JVM can fgure out that the ByteBufer in play there is always the same kind (or  maybe the method is always the same one) it will de-virtualize and inline, ",,"Architectural design configuration
Architectural solution benefits and drawbacks",6:2440 - 6:2601,2,arjan
89:43,but testing for  that is beyond me. [~benedict] might know what will h…,CASSANDRA-8714,"but testing for  that is beyond me. [~benedict] might know what will happen.
",,Architectural solution benefits and drawbacks,6:2602 - 6:2679,1,arjan
89:59,snazy,CASSANDRA-8714,snazy,,Comment,7:245 - 7:249,1,arjan
89:44,"I mean, if jemalloc-win32 via JNA  is faster than the âĂİstockâĂİ mall…",CASSANDRA-8714,"I mean, if jemalloc-win32 via JNA  is faster than the âĂİstockâĂİ malloc, it’s a reasonable option.
",,Architectural solution benefits and drawbacks,7:509 - 7:609,1,arjan
89:58,snazy,CASSANDRA-8714,snazy,,Comment,7:614 - 7:618,1,arjan
89:45,Just changed that in order to remove an unsafe call. In the end it sho…,CASSANDRA-8714,"Just changed that in order to remove an unsafe call. In the end it shouldn’t make any  diference since both access the same thing (esp. after hotspot did its job).
",,"Architectural component behavior and structure
Architectural solution benefits and drawbacks",7:656 - 7:820,2,arjan
89:57,aweisberg,CASSANDRA-8714,aweisberg,,Comment,7:825 - 7:833,1,arjan
89:46,I’m not brave enough to assume it’s going to be able to fgure out that…,CASSANDRA-8714," I’m not brave enough to assume it’s going to be able to fgure out that  in all cases at that call site there will only be DirectByteBufers. That particular line will  only ever be invoked with DirectByteBufers, but the surrounding method will have both so  I don’t know what information the compiler is going to have to deduce that.
You could run with print inlining and a single call site for setBytes and pass in randomly a  direct/non-direct bufer and see if it is inlined.
",,Architectural design configuration,7:844 - 7:1323,1,arjan
89:56,snazy,CASSANDRA-8714,snazy,,Comment,7:1328 - 7:1332,1,arjan
89:47,Hm - the micro bench itself tells that neither approach has any beneft…,CASSANDRA-8714,"Hm - the micro bench itself tells that neither approach has any beneft.
",,Architectural solution benefits and drawbacks,7:1335 - 7:1406,1,arjan
89:55,aweisberg,CASSANDRA-8714,aweisberg,,Comment,7:2722 - 7:2730,1,arjan
89:48,Looking at the micro benchmark it isn’t measuring the right thing.,CASSANDRA-8714,Looking at the micro benchmark it isn’t measuring the right thing.,,Architectural solution benefits and drawbacks,7:2733 - 7:2798,1,arjan
89:49,The same  call site has to potentially contain direct and non-direct b…,CASSANDRA-8714,"The same  call site has to potentially contain direct and non-direct bufers. The JVM also does JVM  6
wide class hierarchy analysis, but I don’t know what it does for call site specifc analysis.
There are actually several potential direct and non-direct byte bufer classes. Take a look at  the type hierarchy for ByteBufer it’s pretty long.
",,Architectural design configuration,7:2800 - 8:241,1,arjan
89:50,This would only be a factor for very small copies Say 4-16 bytes or si…,CASSANDRA-8714,"This would only be a factor for very small copies Say 4-16 bytes or similar. Say when  serializing variable length felds that can be very small. You would end up calling this which  is basically a memcpy equivalent, and that is where the overhead of starting the memcpy  matters.
",,Architectural solution benefits and drawbacks,8:242 - 8:522,1,arjan
89:54,aweisberg,CASSANDRA-8714,aweisberg,,Comment,8:527 - 8:535,1,arjan
89:51,"I should add, you can use the compiler control annotation to prevent i…",CASSANDRA-8714," I should add, you can use the compiler control annotation to prevent inlining  and then you would get a sense of the diference even if there were multiple call sites. I am  +1 either way. I don’t think it’s worth fussing over.
",,Architectural solution benefits and drawbacks,8:537 - 8:765,1,arjan
89:53,snazy,CASSANDRA-8714,snazy,,Comment,8:770 - 8:774,1,arjan
89:52,I tried it anyway - just to know the results. Mixed workloads are a bi…,CASSANDRA-8714,I tried it anyway - just to know the results. Mixed workloads are a bit slower - hard  at the edge of measurement error ;),,Architectural solution benefits and drawbacks,8:777 - 8:898,1,arjan
90:1,Upgrade snappy library,CASSANDRA-9063,Upgrade snappy library,,Technology solution,3:52 - 3:73,1,arjan
90:2,We should investigate upgrading the bundled snappy library for 3.0.,CASSANDRA-9063,We should investigate upgrading the bundled snappy library for 3.0.,,Technology solution,3:93 - 3:159,1,arjan
90:3,"According to a user report in  CASSANDRA-6663, version 1.1.1.7 should…",CASSANDRA-9063," According to a user report in  CASSANDRA-6663, version 1.1.1.7 should fx a segfault when running Cassandra on a Raspberry  Pi.
",,Architectural solution benefits and drawbacks,3:160 - 3:288,1,arjan
90:5,thobbs,CASSANDRA-9063,thobbs,,Comment,3:428 - 3:433,1,arjan
90:4,+1,CASSANDRA-9063,+1,,Architectural solution benefits and drawbacks,3:436 - 3:437,1,arjan
91:1,remove cobertura from build fle,CASSANDRA-10704,remove cobertura from build fle,,Technology solution,3:53 - 3:83,1,arjan
91:2,"Since the project has adopted Jacoco,",CASSANDRA-10704,"Since the project has adopted Jacoco,",,Existing system architecture description,3:103 - 3:139,1,arjan
91:3,"I don’t believe the cobertura tasks are in use any longer,  and it’s n…",CASSANDRA-10704,"I don’t believe the cobertura tasks are in use any longer,  and it’s not certain if they still function. I don’t think there’s any beneft from trying to keep both  coverage tools working, and also have the impression that cobertura development has slowed (or  been slow to support new versions of java).",,Architectural solution benefits and drawbacks,3:141 - 3:443,1,arjan
91:4,"Jacoco’s other advantage is it’s simpler usage (via a  java agent), as…",CASSANDRA-10704,"Jacoco’s other advantage is it’s simpler usage (via a  java agent), as compared to cobertura’s ofine code instrumentation requiring more complexity.
",,Architectural solution benefits and drawbacks,3:445 - 3:594,1,arjan
91:6,aweisberg,CASSANDRA-10704,aweisberg,,Comment,4:167 - 4:175,1,arjan
91:5,+1 looks good to me.,CASSANDRA-10704,"+1 looks good to me.
",,Architectural solution benefits and drawbacks,4:178 - 4:199,1,arjan
92:1,Upgrade netty to >= 4.0.34,CASSANDRA-11096,Upgrade netty to >= 4.0.34,,Technology solution,3:53 - 3:78,1,arjan
92:2,"Amongst other things, the native protocol will not bind ipv6 easily (s…",CASSANDRA-11096,"Amongst other things, the native protocol will not bind ipv6 easily (see CASSANDRA-11047)  until we upgrade.",,Architectural solution benefits and drawbacks,3:98 - 3:205,1,arjan
92:8,blerer,CASSANDRA-11096,blerer,,Comment,3:291 - 3:296,1,arjan
92:3,The upgrade does not seems to have introduced any problem.,CASSANDRA-11096,"The upgrade does not seems to have introduced any problem.
",,Architectural solution benefits and drawbacks,3:570 - 3:629,1,arjan
92:7,jasobrown,CASSANDRA-11096,jasobrown,,Comment,3:677 - 3:685,1,arjan
92:4,I’m also planning on using the latest netty 4.0.x jar for CASSANDRA-84…,CASSANDRA-11096,"I’m also planning on using the latest netty 4.0.x jar for CASSANDRA-8457  (I’m currently using 4.0.34, as well). I haven’t found any problems in internode testing,  thus far, so I’m a +1",,Architectural solution benefits and drawbacks,3:688 - 3:873,1,arjan
92:6,aleksey,CASSANDRA-11096,aleksey,,Comment,3:1006 - 3:1012,1,arjan
92:5,+1,CASSANDRA-11096,+1,,Architectural solution benefits and drawbacks,3:1015 - 3:1016,1,arjan
93:1,Update metrics-reporter dependencies,CASSANDRA-12089,Update metrics-reporter dependencies,,Technology solution,3:53 - 3:88,1,arjan
93:2,Proposal to update the metrics-reporter jars.,CASSANDRA-12089,"Proposal to update the metrics-reporter jars.
",,Technology solution,3:108 - 3:154,1,arjan
93:3,Upcoming versions (>=3.0.2) of [metrics-reporter-confg|https://github.…,CASSANDRA-12089,"Upcoming versions (>=3.0.2) of [metrics-reporter-confg|https://github.com/addthis/metrics-reporter-  confg] should support prometheus and maybe also riemann (in v3).
",,"Architectural solution benefits and drawbacks
Technology solution",3:155 - 3:321,2,arjan
93:4,reporter-confg 3.0.2+ can also be used in 2.1.,CASSANDRA-12089,reporter-confg 3.0.2+ can also be used in 2.1.,,Architectural design configuration,3:455 - 3:500,1,arjan
93:5,Therefore it would be nice to have also update the  jars in 2.1.,CASSANDRA-12089,"Therefore it would be nice to have also update the  jars in 2.1.
",,Architectural solution benefits and drawbacks,3:502 - 3:567,1,arjan
93:12,mmatloka@gmail.com,CASSANDRA-12089,mmatloka@gmail.com,,Comment,3:655 - 3:672,1,arjan
93:6,Patch with metrics-reporter-upgrade to 3.0.2 (includes zabbix  and inf…,CASSANDRA-12089,Patch with metrics-reporter-upgrade to 3.0.2 (includes zabbix  and infuxdb support).,,Technology solution,3:675 - 3:758,1,arjan
93:7,"Patch is based on 3.8 since I am not sure if it is ""allowed"" to upgrad…",CASSANDRA-12089,"Patch is based on 3.8 since I am not sure if it is ""allowed"" to upgrade  dependencies in minor versions for 2.1 and 2.2 ?
",,"Architectural design configuration
Architectural solution benefits and drawbacks",3:760 - 3:882,2,arjan
93:11,tjake,CASSANDRA-12089,tjake,,Comment,4:4 - 4:8,1,arjan
93:8,We can’t change dependencies in stable releases but we can add this to…,CASSANDRA-12089,"We can’t change dependencies in stable releases but we can add this to  3.10. You can manually change the jars in your version and it should work. I would like to  wait though till the prometheus reporter is released (it was just committed yesterday).
",,Architectural design configuration,4:23 - 4:275,1,arjan
93:10,mmatloka@gmail.com,CASSANDRA-12089,mmatloka@gmail.com,,Comment,4:279 - 4:296,1,arjan
93:9,New patch with metrics-reporter-confg 3.0.3 release including  both za…,CASSANDRA-12089,"New patch with metrics-reporter-confg 3.0.3 release including  both zabbix, infuxdb and prometheus.
",,Technology solution,4:299 - 4:399,1,arjan
94:1,Failed to load Java8 implementation ohc-core-j8,CASSANDRA-12133,Failed to load Java8 implementation ohc-core-j8,,Run-time quality issues,3:53 - 3:99,1,arjan
94:2,After enabling row cache in cassandra.yaml by setting row_cache_size_i…,CASSANDRA-12133,"After enabling row cache in cassandra.yaml by setting row_cache_size_in_mb, I receive this  warning in system.log during startup:",,Run-time quality issues,3:119 - 3:247,1,arjan
94:11,snazy,CASSANDRA-12133,snazy,,Comment,3:496 - 3:500,1,arjan
94:3,you can safely ignore this message (see [OHC issue|https://github.com/…,CASSANDRA-12133,"you can safely ignore this message (see [OHC issue|https://github.com/snazy/ohc/issues/17]).
It’s fxed in OHC 0.4.4 (not sure why I forgot to submit a patch for that until now)..
",,"Architectural solution benefits and drawbacks
Technology solution",3:515 - 3:695,2,arjan
94:4,"Using this ticket to upgrade OHC - but not in 3.0.x as it’s just an ""a…",CASSANDRA-12133,"Using this ticket to upgrade OHC - but not in 3.0.x as it’s just an ""annoying"" message.
",,"Architectural solution benefits and drawbacks
Technology solution",3:696 - 3:784,2,arjan
94:10,tjake,CASSANDRA-12133,tjake,,Comment,4:4 - 4:8,1,arjan
